Skills,Education,Experience,ID,Category
Â,"ITT TECH 2013 Bachelor of Science : Construction Management City , State , U.S",as well as experience with permits.Â,12693146,CONSTRUCTION
",",". *Successful at managing Facilities, Ops & Systems, M&O and Capital Budgets, Assets, Staffing and Bargaining","as Manager and Director of Facilities, Project and Construction Management in various challenging environments; twenty",12654876,CONSTRUCTION
"Arabic, blueprints, Budgeting, budgets, change management, interpersonal skills, Contract Negotiation, decision making, English, forklifts, Hindi,","High School Diploma : 2002 COMMUNITY SCHOOL ï¼​ City , State",and potential,16353584,CONSTRUCTION
effective listener and Critical thinker skills,OFFICER & SENIOR EDUCATION OFFICER GUIDANCE & COUNSELING UNIT,at R.M.Baily and have had the pleasure of,12341902,AGRICULTURE
in the Biological Science field,and Training,in ARC10 Geographic Information Systems,17312146,AGRICULTURE
"Accounting, accounts payable, accounts receivable, ADP, Agency, Billing, Brio, budgeting, budgets, budget, BI, Controller, conversion, Certified","M.B.A : Management University of St. Thomas ï¼​ City , State GPA: GPA: 3.9 Management GPA: 3.9",Director of Finance,24397882,AGRICULTURE
and strengthen them in conjunction with the,"Bachelor of Arts : Development Studies 2014 Midlands State University City , State , Zimbabwe","Project Assistant 12/2014 to 12/2015 Company Name City , State",21868149,AGRICULTURE
"-Great Organizational skills
-Good Numerical and analytical skills","Ph.D. : Ruminant Nutrition 2017 University of Florida City , State , USA",Areas of Expertise,14140903,AGRICULTURE
. Handle,and Training,"Company Name City , State Federal Grain Inspector 06/2015 to Current",16849128,AGRICULTURE
demonstrated in ten years of experience in the agricultural,"Master of Science : Entomology - Qualifying 2015 Florida Agricultural & Mechanical University , City , State , United States",in the agricultural,18242317,AGRICULTURE
and abilities Â Meticulous attention to detail,"Wayne State University 2013 MBA : Linguistics City , State , US Wayne State University, Detroit, MI; BA in Linguistics, 12/2013","Company Name March 2011 to June 2011 Front Desk Clerk (Fee Basis, John D Dingell Va Medical Center)",20006992,AGRICULTURE
Â,"High School Diploma 1983 Southeast High School ï¼​ City , State , USA",Budget Analyst Series 0560 Jul 2007 to Current,16507693,AGRICULTURE
. Â Proven success in Association,"Bachelor of Science : Marketing Education with Business Electives , 1985",and a willingness to take on added responsibility to meet tight,28733974,AGRICULTURE
"to develop, implement, evaluate, direct, and monitor public service projects for","Master of Science & Philosophy , Medical Anthropology 2015 University of Oxford - City , State , UK
*Scholarship by the Luys Foundation of Armenia*",Project(s) Manager Jan 2015 to Current,17640785,AGRICULTURE
Operations management Top sales performer,and Training,"Costumer Services , 02/2018 to Current Company Name ï¼​ City , State",69859102,AGRICULTURE
"Spectroscopic Methods: UV-Vis, IR, Atomic Absorption, Fluorescence, etc.","PhD Enzyme Biotechnology, Department of Biochemistry, University Putra Malaysia, Malaysia August 2010 Thesis title: ""Production Optimization",including 7 years teaching at the university level.,55712978,AGRICULTURE
". High-energy, results-oriented leader with an team player work ethic.","al services to children and adolescents with special learning, social adjustment,","in working with local and state government agencies. Organized and skilled in financial management,",28247753,AGRICULTURE
"training, public affairs, and logistical support.","Masters of Science : Environmental Science 2015 The Ohio State University , City , State",in government agencies,26921245,AGRICULTURE
in communication and team work,al initiatives and grassroots-,"in a multidisciplinary/international environment, working on programs and projects with emphasis",21134923,AGRICULTURE
and Expertise,to,and education to,24001783,AGRICULTURE
"and technical background in credit review,","May 2010 UNIVERSITY OF MARYLAND, COLLEGE PARK B.S : Finance Robert H. Smith School of Business GPA: GPA: 3.82 Finance GPA: 3.82","with the FDIC. Strong analytical skills and technical background in credit review,",16172429,AGRICULTURE
,"Bachelor of Arts : Criminal Justice California State University, Fullerton , City , State , USA","investigating insurance fraud, to include, health care provider/billing fraud, disability,",27689009,AGRICULTURE
.,"Coordinator position with a company that will allow me to fully manage curriculum development, coordinate on the job",01/2014 to 07/2015,29510501,AGRICULTURE
.,2015,providing compassionate care in a hospital environment.,36102323,AGRICULTURE
; extensive Mental Health and I/DD experience;,al materials used to inform policymakers and community stakeholders.,"management/supervisory skills and a commitment to proficiency and effectiveness for a progressive, quality-driven organization. HIV",29142288,AGRICULTURE
"Interpersonal skills: Effective communicator,","Masters of Science , Biotechnology 5 2013 University of Pennsylvania GPA: GPA: 3.83/4.0 Biotechnology GPA: 3.83/4.0",Research Scientist Jun 2013 to Current,81042872,AGRICULTURE
; Dual Monitor,"Masters of Public Administration , Government & Policy August 2012 Grand Canyon University Government & Policy",Able to work with a diverse group of people and all levels of management and staff; both,69360287,AGRICULTURE
"Used Therapeutic touch/communication, teach back communication,assessments, IV care, telemetry care, wound care including",and Training,RN Staff Nurse,10953078,AGRICULTURE
"TAAMs, ArcGIS 10.5.1, Trimble Unit, Garmin, ATV, Personal Computer - Microsoft Excel, PowerPoint, Microsoft Word, Write and Read",al and,as a student and at a professional level in Natural Resources. Â As a professional it has always been my,16661264,AGRICULTURE
Physical Planning and Land Management,"Bachelor of Science : Urban and Regional Planning University of Technology University of Technology, Jamaica Bachelor of Science (BSc) in",Jamaica- Apiculture Extension Specialist 07/2013 to Current,17499196,AGRICULTURE
Strong interpersonal skills,and Training,in vineyard and property maintenance. Customer service experience as well.,38216888,AGRICULTURE
at all levels of an Certified Microsoft Professional: Enterprise Project Management and,provider and the other for test applications delivered by mail for,"and repeated success in developing project initiatives, directing",24416961,AGRICULTURE
. Track,INSTRUCTOR,in this world of education. Excellent teaching and leadership skills. Track,37201447,AGRICULTURE
"in performing analytical procedures, ensuring the effectiveness of the","Master : Accounting (GPA 3.7) , 2009 McCombs School of Business; University of Texas at Austin; Austin, TX",in information technology security. Notable,56068028,AGRICULTURE
Resolve outstanding issues timely,"Certificate in Practical Accounting : Accounting , 2006 Damelin Business School ï¼​ City , State , South Africa",Accounts Payable AP - (Creditors) Supervisor,23631188,AGRICULTURE
and experience in the regulatory industry.,"Currently Enrolled : Accounting 2018 Champlain College , City , State Currently Enrolled",I have focused on the quality aspects of business.Â I am an organized and responsible individual with good,26070334,AGRICULTURE
.,IN : Expected in 06/2021,"in c#, python, HTML, SQL, node.js/javascript and working knowledge of Restful API design &",62994611,AGRICULTURE
Strong verbal communication,"Bachelor of Science : Wellness-Kinesiology , 05/2017",working with developmentally disabled adults and creating individualized recreational,29746235,AGRICULTURE
to ensure customer,al Background,"Volunteer Front Desk Receptionist,Canteen worker Mar 2014 to Nov 2014",79536879,AGRICULTURE
. Track,TEACHER,in this world of education. Excellent teaching and leadership skills. Track,29897742,AGRICULTURE
2012,al levels for diverse audience. Created,June 2012,37292350,AGRICULTURE
"administrative, budget, business process improvement, change management, coach, contracts, Customer Service, delivery, direction, finance,","Baker College Master of Business Administration : Finance City , State Finance","performance-driven executive with a record of providing leadership in strategic planning, program design",20969119,AGRICULTURE
Skilled,"Masters in Business Administration : Business Administration , 1993 Mercer University, Stetson School of Business and Economics ï¼​ City , State
, US Masters in Business Administration, 1993 Mercer University, Stetson School of Business and Economics, Atlanta, GA.","in sales, marketing, management, and business development. Public and Private Sector satisfaction",18264694,AGRICULTURE
demonstrated in ten years of experience in the agricultural,"Master of Science : Entomology - Qualifying 2016 Florida Agricultural & Mechanical University , City , State , United States",in the agricultural,15603319,AGRICULTURE
"Team mediation, Budget Management, Delegation expert with a focus on results and team growth","2009 Howard University ï¼​ City , State , USA BBA Marketing
Professional Affiliations","Financial Sales Consultant , 10/2013 ï¼​ Current Company Name ï¼​ City , State",12674256,AGRICULTURE
"HPLC, GC, Physical Chemistry, UV/VIS",2014,01/2011 to Current,16653657,AGRICULTURE
Iowa Lutheran Services: Volunteer teacher in the,Degree : Political Science/Public Administration Grandview University Political Science/Public Administration,Communications Director/Event Planner,40882926,AGRICULTURE
Proposal Development Microsoft Office & GIS,in Geography and Urban Planning.,and 2 years,55500538,AGRICULTURE
"Accounts payable, Administrative, agency, billing, clerical, Content Management, Credit, client, clients, customer satisfaction, Customer Service,",2012,"in customer support. Background includes skilled active listener, strong customer service",34141299,AGRICULTURE
"banking, Chemistry, customer support, DNA, GC, government, marketing, materials, Network, reporting, Research, sales, Teaching, Trainer,","and Training
2007 Bachelor of Science : Metropolitan State University of Denver - Microbiology and Molecular Biology City , State , USA Microbiology and","for a large, international, biotech company. An expert on multiple In",15546686,AGRICULTURE
Accomplishments,"Certificate : Wetland Delineation and Identification , 2012 Rutgers, The State University of New Jersey ï¼​ City , State , US",researcher with expertise in data collection and study. Analytical and detail-oriented.,11197262,AGRICULTURE
in all client contacts to assist client in developing coping skills and positive behaviors.,professional driven to inspire students to achieve personal and academic success.,"Company Name City , State Behavioral Interventionist 01/2010 to Current",26835781,AGRICULTURE
"cashiering, closing, Directing, direction, Excel, Power Point, Microsoft Word, quality, Safety",December 2015,05/2015 to 08/2015,19851252,AGRICULTURE
.,and extension background in areas of youth development and adult agriculture advocacy,"Company Name City , State UT-TSU Agriculture / 4-H Extension Agent Trainee 09/2015 to Current",28165687,AGRICULTURE
using Epic medical software to register patient and train doctors and nurses on inputting medical information into,"Bachelor of Science : Computer Information Systems Telecommunication Systems Support 2008 Tulane University City , State , USA","diagnosing and troubleshooting Network, hardware and desktop",11676151,AGRICULTURE
"A tenacious, courteous, diplomatic, and professional self motivated individual who requires minimal supervision.","Bachelor of Science : Environmental Science and Geology , 2004 Western Washington University - City , State Conducted field studies to","inÂ permit writing, land use planning,Â and development",27888251,AGRICULTURE
"Adobe Creative Suite, Acrobat, After Effects, Dreamweaver, Photoshop, Premiere, AutoCAD, business operations, business strategies,",that will improve,02/2013 to Current,89740812,AGRICULTURE
"Well acquainted with Microsoft word, Excel and PowerPoint required in conducting researches. This includes skills in designing data","and practical arenas have made me a versatile, quickly trainable, innovative and result",I have evidently accumulated through,29968330,AGRICULTURE
"in the areas : Statistical design and data analysis, Agricultural","PhD : Soil Science and Crop physiology , 2010 University of Kentucky ï¼​ City Soil Science and Crop physiology",in agricultural research 5 years of extension experience as a agronomic resource professional PhD in Soil,24068423,AGRICULTURE
"Adobe Photoshop, Anatomy, Agency, Biology, Chemistry, conferences, database, direct marketing, Drupal, Edit, Environmental Health, GIS,",",",09/2014 to 01/2015,30437583,AGRICULTURE
". Easily cultivates trusting and productive relationships with students,","Major. Army ROTC, and Kappa Delta Pi (Education) Honor Society","Administration Office Assistant 06/2010 to 08/2010 Company Name City , State
(Summer Job) Worked with the Director of the Cultural Affairs department in filing papers, answering phone calls, assisting on historic",15053703,AGRICULTURE
Professional Experience,),"in conducting needs assessments, training in grant writing, and budget",69336473,AGRICULTURE
"competitive, English, government, irrigation, managerial, Materials, meetings, Excel, Office, power point, Word, police, Presentations, research,",Program for Afghanistan Responsibilities: Prepare and implement plan for concerned areas and implement,of working as an Agriculture,54246169,AGRICULTURE
"Deep expertise in designing,developing,","and Training
09/1998",mostly in financial industry related with providing,11813872,AGRICULTURE
"accounting, Business Intelligence 4.0, Business law, hardware, customer satisfaction, customer services, data entry, databases, Database,",and Training,in different paced environment including supply,19532392,AGRICULTURE
preparing work assignments.,and Training,to a company's objective and profits. I have a discipline,84512719,AGRICULTURE
:,"Indiana University Masters : Computer Science Indiana University - Bloomington Masters in Computer Science, August 2014 - December 2015
(Current GPA: 3.55).",April 2015,12763627,INFORMATION-TECHNOLOGY
"Active Directory, DHCP, DNS, WINS, GPO, backups, budgeting,Â Citrix, XenApp, VMware, Hyper V, Dynamic CRM, DynamicÂ GP,","Associate of Applied Science : Network Administration , 2010 Hennepin Technical College ï¼​ City , State Network Administration &ndash",IT Director,27295996,INFORMATION-TECHNOLOGY
"Project Management, Information Design, Relationship Building, Information Technology, Procedure Development, Scheduling, Website Design, MS Office Suite, Training Development, Quality Processes, Event Planning, Work Breakdown Structures","BS : Management Information Systems May 2005 New York University City , State GPA: Magna Cum Laude GPA: 3.922 Inducted into Alpha","and repeated success in developing project initiatives,",89413122,INFORMATION-TECHNOLOGY
"Accounting, accounting systems, streamline, Application Development, B2B, Backup, broadband, budgeting, Budget, Business Analysis and",BS : Information Technology Western Oregon University Information Technology,with business acquisitions and mergers Leads with,22776912,INFORMATION-TECHNOLOGY
"with a track record of establishing positive relationships with customers, co-workers, medical professionals, and insurance",2002,providing outstanding pharmacy services in a high-volume setting. Strong background in science and clinical pharmacology and excellent,48037995,INFORMATION-TECHNOLOGY
Budget,and Training,"Company Name | City , State INFORMATION TECHNOLOGY PROJECT MANAGER 03/2019 - Current",28697203,INFORMATION-TECHNOLOGY
Agile framework SQL (Microsoft and Oracle),"Certified Associate in Project Management (CAPM) â€“ #2743884, Expires : Expected in 2028
2021","including oversight of infrastructure, application support and",13405733,INFORMATION-TECHNOLOGY
", adept at coaching junior and senior personnel, portfolios while collaborating cross-functionally and interdepartmentally",and Training,A self-motivated Governance manager that,52246737,INFORMATION-TECHNOLOGY
Hardware updates Task estimation,and training in,"Information Technology Specialist , 02/2019 to Current",19201175,INFORMATION-TECHNOLOGY
: Spanish Advanced Advanced Advanced References: Name Employer Title Phone Email William 407th AFSB,and Training,Company Name May 2012 to Current Information Technology Specialist,90867631,INFORMATION-TECHNOLOGY
for,and Training,"brings focus on ""big picture"" business",27485716,INFORMATION-TECHNOLOGY
Advanced,"BBA : Business Administration , 2015 Sam Houston State University ï¼​ City , State , USA",Information Technology Help Desk Specialist,52618188,INFORMATION-TECHNOLOGY
"Oracle 11i, Sage ACT! Optimizing and performance tuning",and Training,"Proven ability to successfully implement technology solutions, stay within time and budget constraints, and",37242217,INFORMATION-TECHNOLOGY
,"Master of Science , Computer Engineering Present University of Missouri ï¼​ State GPA: GPA: 3.7 Computer Engineering GPA: 3.7",in data retrieval and manipulation using ADO.Net data objects such as,26746496,INFORMATION-TECHNOLOGY
"shared with staff: Project Charter, Project Timeline, Resource Allocation, Issues Documentation,",De La Salle University,January 2011 to Current,35325329,INFORMATION-TECHNOLOGY
". Client, organizational and task oriented problem solver with the ability to rapidly adapt to new situations.",training.,developing and,23666211,INFORMATION-TECHNOLOGY
"A+, Active Directory, Apollo, ARMY, com, hardware, Data Migration, DELL, Email, Engineer, Flash, HP, IBM, Image, INTEL, Inventory,",al Background,"Company Name City , State Information Technology Support Specialist Network Specialist ~ PC Technician IT Consultant Customer Engineer
01/2011 to Current",20408458,INFORMATION-TECHNOLOGY
. Action-oriented with strong ability to communicate effectively,"Bachelor of Science : Business Management August-05 National American University City , State Business Management",in Information Technology. Proficiencies include trouble shooting hardware and software issues.,26480367,INFORMATION-TECHNOLOGY
"Software: Active Directory, Microsoft Exchange, HP Insight Manager, EMC Avamar, Symantec Ghost, LanGuard Network Security","M.B.A : Dec. 2007 University of Massachusetts ï¼​ City , State",in building technology organizations that make IT a strategic partner of the company. Creates IT,38753827,INFORMATION-TECHNOLOGY
".
â€¢Experienced in RFP development and vendor selection.
â€¢Track record of execution and delivering investment returns.
â€¢Well versed in intercultural business communication and practices, including remote management of globally dispersed organizations.",Master of Business Administration : 2003 University of Maryland,"in RFP development and vendor selection.
â€¢Track record of execution and delivering investment returns.
â€¢Well versed in intercultural business communication and practices, including remote management of globally dispersed organizations.",23527321,INFORMATION-TECHNOLOGY
COMMUNICATION,and Training,in various IT environments. LEADERSHIP Motivating and managing and a robust,21283365,INFORMATION-TECHNOLOGY
". Solutions-focused, team oriented Senior Technical Support Analyst with broad-based","and Training
2017 Computer Career College - MCSE,CNA, A+,CNA, Information Technology : City University of New York - CIS - Computer and","in Information Technology.Information Technology professional with well-developed interpersonal,",25207620,INFORMATION-TECHNOLOGY
"IP networking protocols :TCP/IP,UDP,HTTP/S,DHCP,DNS,STP,HSRP,ISIS,RIP,OSPF,MPLS,FTP,SMTP,IPSec,VLAN,VPN","Master of Science : Telecommunication and Networks , 12/2019","Information Technology and AWS Admin Intern , 04/2019",20824105,INFORMATION-TECHNOLOGY
", customer support experience and related education I thrive to exceed technical, business, and customer","I thrive to exceed technical, business, and customer",providing high quality consulting and technical assistance to home and business end users. As a field service,24020470,INFORMATION-TECHNOLOGY
. Predisposed to procedural and methodological approaches to problem solving and analysis. Detail oriented with a demonstrated,"2014 College of Lake County - City , State CFTC - Computer Forensics Technician Certification Computer Forensics
2014 College of Lake County - City , State CFAC - Computer Forensics Analyst Certification Computer Forensics
2013 College of Lake County - City , State Certificate of Completion, Paralegal Studies Legal",in investigative and online legal research. More than 5 years of experience,91697974,INFORMATION-TECHNOLOGY
"â€¢Experienced in strategic planning and execution.
â€¢Considerable knowledge of business theory, business processes, management, budgeting, and business office operations.
â€¢Substantial exposure to data processing, hardware platforms, enterprise software applications, and outsourced systems, including cloud SaaS","B.S : Computer Science 1983 University of Texas at El Paso City , State",in managing complex information technology,18159866,INFORMATION-TECHNOLOGY
and contribute effectively to this nation's,course and,"in IT field, exploring the field to be with children lead to do the Early Childhood Education course and",18752129,INFORMATION-TECHNOLOGY
in strategy,"MS : Computer Science , 1992 University of New Haven ï¼​ City , State , US MS in Computer Science University of New Haven - New Haven,",Adjunct Instructor,29075857,INFORMATION-TECHNOLOGY
People Centered Leadership,Mini MBA Boston University,in technology and software development. Â A professional,33381211,INFORMATION-TECHNOLOGY
"ADABAS, AIX, analyst, Application Development, Budgeting, business solution, CISCO, Coaching, Databases, Database, Department of",al and,directing and managing large and complex IT Operations,51639418,INFORMATION-TECHNOLOGY
"budget, client-server, customer satisfaction, DEC, directing, direction, GIS, Government, Help Desk support, Help Desk, IBM, IBM Mainframe,","Certified Chief Information Officer (CIO) : November 2005 UNC-Chapel Hill ï¼​ City , State","Strong leader with demonstrated success in managing and providing leadership in a diverse technological environment. Creative,",92069209,INFORMATION-TECHNOLOGY
"academic, administrative, agency, Basic, benefits, broadband, budgeting, budgets, Cobol, Hardware, computer applications, conferences,",. Expertise includes team,"in diverse industries, including Port and Higher Education. Expertise includes team",26801767,INFORMATION-TECHNOLOGY
and Qualifications,"and Training
2018 Park University ï¼​ City , State , United States Bachelor of Science Information and Computer Science Emphasis in Network Security
2015 CompTIA Certified in Security Fundamentals (Security+)
2014 CompTIA Network Fundamentals (Network+ )
2012 Defense Cyber Investigation Training Academy ï¼​ City , State , United States Coursework in Network Exploitation Techniques
2011 Defense Cyber Investigations Academy ï¼​ City , State Coursework in Network Monitoring TechniquesÂ
2010 Defense Cyber Investigations Training Academy ï¼​ City , State , United States Certified Computer Forensics Examiner
2009 Defense Cyber Investigations Training Academy ï¼​ City , State , United States Certified Digital Media Collector","across the analysis, troubleshooting, management and",20237244,INFORMATION-TECHNOLOGY
"for quality development of standard documentation, as well as genuine","Master of Science : Computer & Information Science , 2015 University of Houston ï¼​ City , State , USA",to deliver insightful network infrastructure and building automation solutions. Network engineering expert with strong background,11584809,INFORMATION-TECHNOLOGY
"Desktops,",,with Information Technology Service Management (ITSM),10839851,INFORMATION-TECHNOLOGY
"Active Directory, premiere, ads, Advertising, IBM AIX, Apple, architect, Arts, catalog, color, com, Clients, digital photography, digital video,",and Training,"Information Technology Consultant, Managing Member",64017585,INFORMATION-TECHNOLOGY
and experience match the,"KnowledgeSoft, Inc., Mechanicsburg, PA, 3/1997 Courses in Intranetware 4.11 Administration and 4.1a Advanced Administration 12 1993",match the,12334140,INFORMATION-TECHNOLOGY
to an industry-leading software company.,"Bachelors of Science , Computer Engineering Technology Spring 2008 Prairie View A&M University ï¼​ City , State GPA: GPA: 3.048/4.0",Automated repeatable tasks where possible to increase efficiency.Consistently received a 100% rate of customer satisfaction.Performed root,22450718,INFORMATION-TECHNOLOGY
and,"Bachelor of Science : Computer Science , December 1993","Consultant , 05/2017 to Current",29975124,INFORMATION-TECHNOLOGY
"Demonstrates ability to be a strong leader in a fast paced environment with strong interpersonal skills, both written and oral, and a positive attitude",B.S : Computer Science 1999 Montclair State University Computer Science,"Senior VP - Information Technology 08/2014 to 09/2015 Company Name City , State",19850482,INFORMATION-TECHNOLOGY
to interface effectively with,"Master of Science : Leadership Walden University ï¼​ City , State
2015",04/2013 to Current,10247517,INFORMATION-TECHNOLOGY
Computers trouble shooting Microsoft Access Microsoft Excel Microsoft PowerPoint Microsoft Word Computer Security Anti Hacking HIDS,"BS : Sociology and Social Work Psychology , 1983 Weber State University Sociology and Social Work Psychology My education background","03/2009 Company Name
21674 SKSIT Security and the Wireless Environment 11/05/12 18640 SKSIT Securing WLANs 10/30/12 27481 SKSIT Building and",27058381,INFORMATION-TECHNOLOGY
Able to convey highly technical concepts in a manner that all can understand,Program),January 2010 to Current,17111768,INFORMATION-TECHNOLOGY
"Accounting, Active Directory, anti-virus, AntiVirus, Apple, Arcserve, Audio, Backup, BGP, budgets, Cisco Routers, Citrix, hardware, contracts, DHCP, disaster recovery, DNS, Firewalls, firewall, focus, FTP, hardware configuration and troubleshooting, HP, imaging, IP, LAN, leadership,",Baruch College,"in network operations, leveraging expertise in organization growth and problem solving. Driven,",17688766,INFORMATION-TECHNOLOGY
"Inventory, Database, Excel, Training, Stockroom, Sql, Databases, Sap, Statistics, Operations, Sops, Asset Management, Access, Asp, Asp.net,","Certification : Network Security , 2005 The Chubb Institute ï¼​ City , State , US Certification in Network Security The Chubb Institute -","Recognized as 1 of top 4 agents, promoted twice for excellent customer service",79541391,INFORMATION-TECHNOLOGY
".NET, asp.net, VB.NET, Adabas, ADO, Agile, Application Development, ASP, agency, Banking, banyan, billing, business analysis, Business","Master of Business Administration (MBA) : Management Information Systems, General Delta Mu Delta Suffolk University - Sawyer School of",Director of Information Technology 11/2012 to 08/2015 Company Name,13385306,INFORMATION-TECHNOLOGY
Google and Microsoft suite experience through coursework and classroom implementation.,"al needs of high school students.Instructed classes concerning A+ certification, Cisco certification,","Adjunct Information Technology Instructor 01/2014 to Current Company Name City , State",12635195,INFORMATION-TECHNOLOGY
"ad, budget, change management, Cisco IOS, Cisco, Cisco Routers, Hardware, contracts, clients, Database, Dell, Dell PowerEdge servers,",and Training,"and training in networking, troubleshooting, and",15651486,INFORMATION-TECHNOLOGY
.,"6/2012 Master of Science : Management, Project Management Colorado Technical University GPA: GPA: 3.35",07/2013 to Current,15791766,INFORMATION-TECHNOLOGY
PeopleSoft Understands grammar,"Diploma Virginia High School ï¼​ City , State","Administrative Assistant Director, Human Resources Manager, Production Manager, Engineering Manager, Technical Services Manager, and",91121135,INFORMATION-TECHNOLOGY
"account management, cables, cabling, Help Desk, Linux, MS Exchange server, Sharepoint, network security, desktop support, Unix, HP Unix,","software, I used Ghost software to image",,66832845,INFORMATION-TECHNOLOGY
with conflict resolution in tense stakeholder meetings,and Certification,"Manager, Information Technology Project Management Office 06/2008 to Current Company Name City , State",31111279,INFORMATION-TECHNOLOGY
Enterprise platforms,and Training,"Company Name City , State Information Technology 02/2011 to Current",36856210,INFORMATION-TECHNOLOGY
.,Associate's Degree : Computer Information Systems HARRISBURG AREA COMMUNITY COLLEGE Computer Information Systems,Information Technology Director,24038620,INFORMATION-TECHNOLOGY
"Accounting, Analyst, business processes, Change Management, Cisco Certified, Coaching, hardware, conversion, clients, direction, e-mail,",Bachelor of Science : Industrial Psychology 1985 University of Santo Tomas - Manila Philippines Industrial Psychology,Director of Information Technology 08/2005 to Current,28672970,INFORMATION-TECHNOLOGY
Certified Information Systems Security Professional (CISSP) (ISC)2 Patch management,"Master of Science : Management College of Saint Rose ï¼​ City , State Management",Information Technology Specialist Information Security Officer,18187364,INFORMATION-TECHNOLOGY
", and advanced training development.",to contribute to company's,10/2014 to 05/2015,68460556,INFORMATION-TECHNOLOGY
"for networking issues, end user problems, and network security.",programs to explain upgrades to end users.,"in server management, systems analysis, and offering in-depth understanding of IT infrastructure areas. Detail-oriented, independent,",10089434,INFORMATION-TECHNOLOGY
"Army, Cisco, counseling, customer assistance, database, documentation, Information Technology, inventory, IP, LAN, Windows 7, Network,","Certification, Windows 7, Microsoft, Fort Bragg, NC, 2012
*Certification, Security , Comptia, Yong San, Korea, 2012
*Distinguished Graduate Certificate, Information Technology (Network Communications) Course 2009 U.S. Army City , State","in the U.S. Army, including over 1",33241454,INFORMATION-TECHNOLOGY
.,"and Training
2013",within Contact Center,24230851,INFORMATION-TECHNOLOGY
with the ability to successfully manage multiple priorities and assignments.,"Bachelor of Science , Management Information Systems University of Maryland University College ï¼​ City , State",Information Technology Manager / Network Engineer Feb 2006 to Current,16533554,INFORMATION-TECHNOLOGY
and up-to-date industry knowledge. My,"Associate of Science : Business Administration 1996 McHenry County College , City , State Business Administration",Information Technology Manager committed to maintaining innovative technical skills and up-to-date industry knowledge. My,57002858,INFORMATION-TECHNOLOGY
"Active Directory, Microsoft Outlook 2013, Windows 7, Windows 10, system security, data automation, Circuit Design application, UNIX client","GRANTHAM UNIVERSITY 2017 Master of Science : Information Management Technology City , State",Company Name February 2015 to May 2016 Information Technology Specialist/System Analysis,27372171,INFORMATION-TECHNOLOGY
"Active Directory, administrative support, Adobe Acrobat, Architect, backup, budget, Client/Server, hardware, Concept, Client, clients, client","Computer Technician , 07/2006 to 06/2008 Company Name ï¼​ City , State","Information Technology Manager , 03/2013 to Current Company Name ï¼​ City , State",10553553,INFORMATION-TECHNOLOGY
Â·Able to research and familiarize skill sets towards core technologies,connections and supporting equipment,with the installation and configuration of Ubuntu Linux group setting in order to become a superior team player,26768723,INFORMATION-TECHNOLOGY
Sharepoint SAP,"Bachelor of Science May 2014 William Woods University City , State GPA: GPA: 3.4","in network/hardware/operating system troubleshooting, web page design, PC assembly, technical support,and customer service.",40018190,INFORMATION-TECHNOLOGY
"Active Directory, Antivirus, asset management, Backup Exec, budget, business systems, cabling, CISCO, Competitive, Hardware, Consulting,",.,leading complex projects and managing resources to optimize enterprise,20879311,INFORMATION-TECHNOLOGY
", experienced in high-volume, multi-unit,","Bachelor of Science : Management Information Systems Cardinal Stritch University City , State","in high-volume, multi-unit,",15118506,INFORMATION-TECHNOLOGY
", strong problem solving skills. Sound work ethic, capable of working independently or in a team","and Training
1 1988","Strengths - excellent communication skills, strong problem solving skills. Sound work ethic, capable of working independently or in a team",11580408,INFORMATION-TECHNOLOGY
"in infrastructure, data","and Training
Some College (No Degree) University Of Advancing Technology City , State",Information Technology Specialist,91635250,INFORMATION-TECHNOLOGY
", excellent written and",. Excellent record of problem solving and achieving results in high-operations-tempo environments. Successful team leader,training and education. Excellent record of problem solving and achieving results in high-operations-tempo environments. Successful team leader,10840430,INFORMATION-TECHNOLOGY
"Business process management Superior organizational, interpersonal, and Advanced level hardware and software time","software, systems and databases.","in business operations, infrastructure management,",39413067,INFORMATION-TECHNOLOGY
"streamline, Banking, budget, Business Systems, C, Cisco, closing 3, Consulting, contracts, CRM, Client, Customer Service, E-Business, Email,","M.B.A., Masters : Business Administration Adelphi University ï¼​ City , State Business Administration",in Information Technology (as an IT Director and Consultant),17681064,INFORMATION-TECHNOLOGY
and expertise. Advanced,center.,in the information technology field. Seven years experience in curriculum design and computer based training,25990239,INFORMATION-TECHNOLOGY
"Administrative, Analyst, Army, Agency, cable, cabling, Cat5, documentation, Engineer, engineering support, financial, Functional, Government,","Bachelor of Science (BS) : Information Technology , 2005 University of Phoenix GPA: GPA: 3.67 Information Technology GPA: 3.67",Information Technology (IT) Specialist,12045067,INFORMATION-TECHNOLOGY
. (Solar),and certificates Troubleshooting q CompTIA A+ certified (2012) q Advanced troubleshooting q CompTIA Net+ certification class q,in hardware and software troubleshooting/management. With,10641230,INFORMATION-TECHNOLOGY
â€¢Infrastructure ManagementÂ â€¢Data Center Operations â€¢Project ManagementÂ â€¢Team Building/CoachingÂ â€¢Vendor,and Training,"in diverse industries, including healthcare and marketing.",23864648,INFORMATION-TECHNOLOGY
/ Excellent interpersonal skills Presentations / Training / Documentation Standard Operating Procedures development,Associate of Arts : Business Administration 12 2014 Business Administration,in high visibility support roles centered on Microsoft technologies and information security Strong understanding of workflow / business,24889109,INFORMATION-TECHNOLOGY
